sentence_id annotator_id adj_subj subj landmark verb adj_obj obj annotator_score
37 13 psychiatric unit admit accept diabetic patient 7
37 14 psychiatric unit admit accept diabetic patient 5
37 15 psychiatric unit admit accept diabetic patient 5
37 16 psychiatric unit admit accept diabetic patient 6
37 17 psychiatric unit admit accept diabetic patient 5
37 18 psychiatric unit admit accept diabetic patient 6
37 19 psychiatric unit admit accept diabetic patient 6
37 2 psychiatric unit admit accept diabetic patient 6
37 20 psychiatric unit admit accept diabetic patient 5
37 21 psychiatric unit admit accept diabetic patient 6
37 22 psychiatric unit admit accept diabetic patient 6
37 23 psychiatric unit admit accept diabetic patient 6
37 24 psychiatric unit admit accept diabetic patient 6
37 25 psychiatric unit admit accept diabetic patient 6
37 26 psychiatric unit admit accept diabetic patient 6
37 27 psychiatric unit admit accept diabetic patient 7
37 28 psychiatric unit admit accept diabetic patient 7
37 29 psychiatric unit admit accept diabetic patient 6
37 3 psychiatric unit admit accept diabetic patient 6
37 30 psychiatric unit admit accept diabetic patient 6
37 31 psychiatric unit admit accept diabetic patient 6
37 32 psychiatric unit admit accept diabetic patient 7
37 33 psychiatric unit admit accept diabetic patient 6
37 34 psychiatric unit admit accept diabetic patient 6
37 35 psychiatric unit admit accept diabetic patient 5
37 36 psychiatric unit admit accept diabetic patient 5
37 37 psychiatric unit admit accept diabetic patient 6
37 38 psychiatric unit admit accept diabetic patient 5
37 39 psychiatric unit admit accept diabetic patient 7
37 4 psychiatric unit admit accept diabetic patient 6
37 40 psychiatric unit admit accept diabetic patient 6
37 41 psychiatric unit admit accept diabetic patient 7
37 42 psychiatric unit admit accept diabetic patient 6
37 43 psychiatric unit admit accept diabetic patient 6
37 5 psychiatric unit admit accept diabetic patient 6
37 6 psychiatric unit admit accept diabetic patient 5
37 7 psychiatric unit admit accept diabetic patient 6
37 8 psychiatric unit admit accept diabetic patient 5
37 9 psychiatric unit admit accept diabetic patient 6
38 1 psychiatric unit admit acknowledge diabetic patient 2
38 10 psychiatric unit admit acknowledge diabetic patient 1
38 11 psychiatric unit admit acknowledge diabetic patient 1
38 12 psychiatric unit admit acknowledge diabetic patient 5
38 13 psychiatric unit admit acknowledge diabetic patient 2
38 14 psychiatric unit admit acknowledge diabetic patient 1
38 15 psychiatric unit admit acknowledge diabetic patient 4
38 16 psychiatric unit admit acknowledge diabetic patient 2
38 17 psychiatric unit admit acknowledge diabetic patient 4
38 18 psychiatric unit admit acknowledge diabetic patient 3
38 19 psychiatric unit admit acknowledge diabetic patient 1
38 2 psychiatric unit admit acknowledge diabetic patient 6
38 20 psychiatric unit admit acknowledge diabetic patient 4
38 21 psychiatric unit admit acknowledge diabetic patient 2
38 22 psychiatric unit admit acknowledge diabetic patient 2
38 23 psychiatric unit admit acknowledge diabetic patient 5
38 24 psychiatric unit admit acknowledge diabetic patient 3
38 25 psychiatric unit admit acknowledge diabetic patient 3
38 26 psychiatric unit admit acknowledge diabetic patient 3
38 27 psychiatric unit admit acknowledge diabetic patient 2
38 28 psychiatric unit admit acknowledge diabetic patient 3
38 29 psychiatric unit admit acknowledge diabetic patient 2
38 3 psychiatric unit admit acknowledge diabetic patient 4
38 30 psychiatric unit admit acknowledge diabetic patient 2
38 31 psychiatric unit admit acknowledge diabetic patient 5
38 32 psychiatric unit admit acknowledge diabetic patient 6
38 33 psychiatric unit admit acknowledge diabetic patient 3
38 34 psychiatric unit admit acknowledge diabetic patient 4
38 35 psychiatric unit admit acknowledge diabetic patient 4
38 36 psychiatric unit admit acknowledge diabetic patient 3
38 37 psychiatric unit admit acknowledge diabetic patient 3
38 38 psychiatric unit admit acknowledge diabetic patient 4
38 39 psychiatric unit admit acknowledge diabetic patient 5
38 4 psychiatric unit admit acknowledge diabetic patient 2
38 40 psychiatric unit admit acknowledge diabetic patient 1
38 41 psychiatric unit admit acknowledge diabetic patient 5
38 42 psychiatric unit admit acknowledge diabetic patient 5
38 43 psychiatric unit admit acknowledge diabetic patient 5
38 5 psychiatric unit admit acknowledge diabetic patient 6
38 6 psychiatric unit admit acknowledge diabetic patient 3
38 7 psychiatric unit admit acknowledge diabetic patient 3
38 8 psychiatric unit admit acknowledge diabetic patient 4
38 9 psychiatric unit admit acknowledge diabetic patient 2
39 1 poor man admit acknowledge armed robbery 5
39 10 poor man admit acknowledge armed robbery 2
39 11 poor man admit acknowledge armed robbery 2
39 12 poor man admit acknowledge armed robbery 2
39 13 poor man admit acknowledge armed robbery 2
39 14 poor man admit acknowledge armed robbery 1
39 15 poor man admit acknowledge armed robbery 4
39 16 poor man admit acknowledge armed robbery 1
39 17 poor man admit acknowledge armed robbery 3
39 18 poor man admit acknowledge armed robbery 4
39 19 poor man admit acknowledge armed robbery 3
39 2 poor man admit acknowledge armed robbery 6
39 20 poor man admit acknowledge armed robbery 4
39 21 poor man admit acknowledge armed robbery 5
39 22 poor man admit acknowledge armed robbery 4
39 23 poor man admit acknowledge armed robbery 4
39 24 poor man admit acknowledge armed robbery 5
39 25 poor man admit acknowledge armed robbery 6
39 26 poor man admit acknowledge armed robbery 5
39 27 poor man admit acknowledge armed robbery 3
39 28 poor man admit acknowledge armed robbery 3
39 29 poor man admit acknowledge armed robbery 2
39 3 poor man admit acknowledge armed robbery 3
39 30 poor man admit acknowledge armed robbery 2
39 31 poor man admit acknowledge armed robbery 5
39 32 poor man admit acknowledge armed robbery 2
39 33 poor man admit acknowledge armed robbery 3
39 34 poor man admit acknowledge armed robbery 4
39 35 poor man admit acknowledge armed robbery 3
39 36 poor man admit acknowledge armed robbery 3
39 37 poor man admit acknowledge armed robbery 3
39 38 poor man admit acknowledge armed robbery 4
39 39 poor man admit acknowledge armed robbery 4
39 4 poor man admit acknowledge armed robbery 2
39 40 poor man admit acknowledge armed robbery 3
39 41 poor man admit acknowledge armed robbery 3
39 42 poor man admit acknowledge armed robbery 5
39 43 poor man admit acknowledge armed robbery 4
39 5 poor man admit acknowledge armed robbery 6
39 6 poor man admit acknowledge armed robbery 3
39 7 poor man admit acknowledge armed robbery 2
39 8 poor man admit acknowledge armed robbery 4
39 9 poor man admit acknowledge armed robbery 2
40 1 poor man admit accept armed robbery 1
40 10 poor man admit accept armed robbery 5
40 11 poor man admit accept armed robbery 2
40 12 poor man admit accept armed robbery 3
40 13 poor man admit accept armed robbery 2
40 14 poor man admit accept armed robbery 2
40 15 poor man admit accept armed robbery 5
40 16 poor man admit accept armed robbery 6
40 17 poor man admit accept armed robbery 7
40 18 poor man admit accept armed robbery 2
40 19 poor man admit accept armed robbery 2
40 2 poor man admit accept armed robbery 6
40 20 poor man admit accept armed robbery 5
40 21 poor man admit accept armed robbery 1
40 22 poor man admit accept armed robbery 3
40 23 poor man admit accept armed robbery 6
40 24 poor man admit accept armed robbery 3
40 25 poor man admit accept armed robbery 3
40 26 poor man admit accept armed robbery 3
40 27 poor man admit accept armed robbery 5
40 28 poor man admit accept armed robbery 3
40 29 poor man admit accept armed robbery 3
40 3 poor man admit accept armed robbery 6
40 30 poor man admit accept armed robbery 2
40 31 poor man admit accept armed robbery 6
40 32 poor man admit accept armed robbery 7
40 33 poor man admit accept armed robbery 3
40 34 poor man admit accept armed robbery 2
40 35 poor man admit accept armed robbery 5
40 36 poor man admit accept armed robbery 5
40 37 poor man admit accept armed robbery 6
40 38 poor man admit accept armed robbery 7
40 39 poor man admit accept armed robbery 7
40 4 poor man admit accept armed robbery 6
40 40 poor man admit accept armed robbery 1
40 41 poor man admit accept armed robbery 7
40 42 poor man admit accept armed robbery 5
40 43 poor man admit accept armed robbery 5
40 5 poor man admit accept armed robbery 6
40 6 poor man admit accept armed robbery 5
40 7 poor man admit accept armed robbery 2
40 8 poor man admit accept armed robbery 4
40 9 poor man admit accept armed robbery 6
41 1 central bank charge bill high rate 7
41 10 central bank charge bill high rate 7
41 11 central bank charge bill high rate 7
41 12 central bank charge bill high rate 5
41 13 central bank charge bill high rate 7
41 14 central bank charge bill high rate 3
41 15 central bank charge bill high rate 7
41 16 central bank charge bill high rate 6
41 17 central bank charge bill high rate 7
41 18 central bank charge bill high rate 7
41 19 central bank charge bill high rate 5
41 2 central bank charge bill high rate 6
41 20 central bank charge bill high rate 5
41 21 central bank charge bill high rate 6
41 22 central bank charge bill high rate 6
41 23 central bank charge bill high rate 6
41 24 central bank charge bill high rate 5
41 25 central bank charge bill high rate 7
41 26 central bank charge bill high rate 6
41 27 central bank charge bill high rate 5
41 28 central bank charge bill high rate 7
41 29 central bank charge bill high rate 6
41 3 central bank charge bill high rate 6
41 30 central bank charge bill high rate 6
41 31 central bank charge bill high rate 6
41 32 central bank charge bill high rate 7
41 33 central bank charge bill high rate 7
41 34 central bank charge bill high rate 6
41 35 central bank charge bill high rate 5
41 36 central bank charge bill high rate 7
41 37 central bank charge bill high rate 5
41 38 central bank charge bill high rate 6
41 39 central bank charge bill high rate 7
41 4 central bank charge bill high rate 6
41 40 central bank charge bill high rate 7
41 41 central bank charge bill high rate 6
41 42 central bank charge bill high rate 5
41 43 central bank charge bill high rate 6
41 5 central bank charge bill high rate 6
41 6 central bank charge bill high rate 5
41 7 central bank charge bill high rate 6
41 8 central bank charge bill high rate 6
41 9 central bank charge bill high rate 2
42 1 central bank charge accuse high rate 1
42 10 central bank charge accuse high rate 1
42 11 central bank charge accuse high rate 1
42 12 central bank charge accuse high rate 2
42 13 central bank charge accuse high rate 1
42 14 central bank charge accuse high rate 1
42 15 central bank charge accuse high rate 3
42 16 central bank charge accuse high rate 6
42 17 central bank charge accuse high rate 1
42 18 central bank charge accuse high rate 1
42 19 central bank charge accuse high rate 1
42 2 central bank charge accuse high rate 2
42 20 central bank charge accuse high rate 2
42 21 central bank charge accuse high rate 1
42 22 central bank charge accuse high rate 1
42 23 central bank charge accuse high rate 3
42 24 central bank charge accuse high rate 6
42 25 central bank charge accuse high rate 3
42 26 central bank charge accuse high rate 2
42 27 central bank charge accuse high rate 1
42 28 central bank charge accuse high rate 1
42 29 central bank charge accuse high rate 1
42 3 central bank charge accuse high rate 3
42 30 central bank charge accuse high rate 1
42 31 central bank charge accuse high rate 4
42 32 central bank charge accuse high rate 1
42 33 central bank charge accuse high rate 1
42 34 central bank charge accuse high rate 1
42 35 central bank charge accuse high rate 2
42 36 central bank charge accuse high rate 1
42 37 central bank charge accuse high rate 2
42 38 central bank charge accuse high rate 1
42 39 central bank charge accuse high rate 3
42 4 central bank charge accuse high rate 2
42 40 central bank charge accuse high rate 1
42 41 central bank charge accuse high rate 1
42 42 central bank charge accuse high rate 1
42 43 central bank charge accuse high rate 1
42 5 central bank charge accuse high rate 2
42 6 central bank charge accuse high rate 2
42 7 central bank charge accuse high rate 3
42 8 central bank charge accuse high rate 3
42 9 central bank charge accuse high rate 6
43 1 armed police charge bill unemployed person 1
43 10 armed police charge bill unemployed person 1
43 11 armed police charge bill unemployed person 1
43 12 armed police charge bill unemployed person 4
43 13 armed police charge bill unemployed person 7
43 14 armed police charge bill unemployed person 2
43 15 armed police charge bill unemployed person 6
43 16 armed police charge bill unemployed person 1
43 17 armed police charge bill unemployed person 1
43 18 armed police charge bill unemployed person 1
43 19 armed police charge bill unemployed person 1
43 2 armed police charge bill unemployed person 6
43 20 armed police charge bill unemployed person 5
43 21 armed police charge bill unemployed person 2
43 22 armed police charge bill unemployed person 5
43 23 armed police charge bill unemployed person 5
43 24 armed police charge bill unemployed person 5
43 25 armed police charge bill unemployed person 1
43 26 armed police charge bill unemployed person 2
43 27 armed police charge bill unemployed person 1
43 28 armed police charge bill unemployed person 1
43 29 armed police charge bill unemployed person 2
43 3 armed police charge bill unemployed person 1
43 30 armed police charge bill unemployed person 2
43 31 armed police charge bill unemployed person 3
43 32 armed police charge bill unemployed person 1
43 33 armed police charge bill unemployed person 7
43 34 armed police charge bill unemployed person 1
43 35 armed police charge bill unemployed person 5
43 36 armed police charge bill unemployed person 2
43 37 armed police charge bill unemployed person 6
43 38 armed police charge bill unemployed person 5
43 39 armed police charge bill unemployed person 5
43 4 armed police charge bill unemployed person 2
43 40 armed police charge bill unemployed person 1
43 41 armed police charge bill unemployed person 2
43 42 armed police charge bill unemployed person 1
43 43 armed police charge bill unemployed person 4
43 5 armed police charge bill unemployed person 5
43 6 armed police charge bill unemployed person 6
43 7 armed police charge bill unemployed person 2
43 8 armed police charge bill unemployed person 4
43 9 armed police charge bill unemployed person 2
44 1 armed police charge accuse unemployed person 6
44 10 armed police charge accuse unemployed person 1
44 11 armed police charge accuse unemployed person 1
44 12 armed police charge accuse unemployed person 5
44 13 armed police charge accuse unemployed person 5
44 14 armed police charge accuse unemployed person 6
44 15 armed police charge accuse unemployed person 4
44 16 armed police charge accuse unemployed person 6
44 17 armed police charge accuse unemployed person 5
44 18 armed police charge accuse unemployed person 3
44 19 armed police charge accuse unemployed person 1
44 2 armed police charge accuse unemployed person 5
44 20 armed police charge accuse unemployed person 2
44 21 armed police charge accuse unemployed person 2
44 22 armed police charge accuse unemployed person 6
44 23 armed police charge accuse unemployed person 2
44 24 armed police charge accuse unemployed person 3
44 25 armed police charge accuse unemployed person 2
44 26 armed police charge accuse unemployed person 6
44 27 armed police charge accuse unemployed person 3
44 28 armed police charge accuse unemployed person 3
44 29 armed police charge accuse unemployed person 5
44 3 armed police charge accuse unemployed person 3
44 30 armed police charge accuse unemployed person 2
44 31 armed police charge accuse unemployed person 5
44 32 armed police charge accuse unemployed person 1
44 33 armed police charge accuse unemployed person 1
44 34 armed police charge accuse unemployed person 5
44 35 armed police charge accuse unemployed person 2
44 36 armed police charge accuse unemployed person 1
44 37 armed police charge accuse unemployed person 2
44 38 armed police charge accuse unemployed person 6
44 39 armed police charge accuse unemployed person 1
44 4 armed police charge accuse unemployed person 6
44 40 armed police charge accuse unemployed person 3
44 41 armed police charge accuse unemployed person 7
44 42 armed police charge accuse unemployed person 1
44 43 armed police charge accuse unemployed person 6
44 5 armed police charge accuse unemployed person 6
44 6 armed police charge accuse unemployed person 2
44 7 armed police charge accuse unemployed person 5
44 8 armed police charge accuse unemployed person 6
44 9 armed police charge accuse unemployed person 6
45 1 antique shop charge bill high price 7
45 10 antique shop charge bill high price 7
45 11 antique shop charge bill high price 7
45 12 antique shop charge bill high price 5
45 13 antique shop charge bill high price 7
45 14 antique shop charge bill high price 5
45 15 antique shop charge bill high price 7
45 16 antique shop charge bill high price 6
45 17 antique shop charge bill high price 6
45 18 antique shop charge bill high price 5
45 19 antique shop charge bill high price 5
45 2 antique shop charge bill high price 6
45 20 antique shop charge bill high price 5
45 21 antique shop charge bill high price 5
45 22 antique shop charge bill high price 6
45 23 antique shop charge bill high price 6
45 24 antique shop charge bill high price 6
45 25 antique shop charge bill high price 6
45 26 antique shop charge bill high price 6
45 27 antique shop charge bill high price 5
45 28 antique shop charge bill high price 7
45 29 antique shop charge bill high price 6
45 3 antique shop charge bill high price 6
45 30 antique shop charge bill high price 6
45 31 antique shop charge bill high price 6
45 32 antique shop charge bill high price 7
45 33 antique shop charge bill high price 4
45 34 antique shop charge bill high price 6
45 35 antique shop charge bill high price 5
45 36 antique shop charge bill high price 6
45 37 antique shop charge bill high price 5
45 38 antique shop charge bill high price 6
45 39 antique shop charge bill high price 7
45 4 antique shop charge bill high price 6
45 40 antique shop charge bill high price 6
45 41 antique shop charge bill high price 7
45 42 antique shop charge bill high price 6
45 43 antique shop charge bill high price 6
45 5 antique shop charge bill high price 7
45 6 antique shop charge bill high price 5
45 7 antique shop charge bill high price 7
45 8 antique shop charge bill high price 6
45 9 antique shop charge bill high price 6
46 1 antique shop charge accuse high price 1
46 10 antique shop charge accuse high price 1
46 11 antique shop charge accuse high price 1
46 12 antique shop charge accuse high price 2
46 13 antique shop charge accuse high price 1
46 14 antique shop charge accuse high price 1
46 15 antique shop charge accuse high price 3
46 16 antique shop charge accuse high price 2
46 17 antique shop charge accuse high price 2
46 18 antique shop charge accuse high price 2
46 19 antique shop charge accuse high price 1
46 2 antique shop charge accuse high price 2
46 20 antique shop charge accuse high price 2
46 21 antique shop charge accuse high price 1
46 22 antique shop charge accuse high price 1
46 23 antique shop charge accuse high price 2
46 24 antique shop charge accuse high price 4
46 25 antique shop charge accuse high price 1
46 26 antique shop charge accuse high price 2
46 27 antique shop charge accuse high price 1
46 28 antique shop charge accuse high price 2
46 29 antique shop charge accuse high price 1
46 3 antique shop charge accuse high price 6
46 30 antique shop charge accuse high price 2
46 31 antique shop charge accuse high price 5
46 32 antique shop charge accuse high price 1
46 33 antique shop charge accuse high price 2
46 34 antique shop charge accuse high price 1
46 35 antique shop charge accuse high price 2
46 36 antique shop charge accuse high price 1
46 37 antique shop charge accuse high price 2
46 38 antique shop charge accuse high price 1
46 39 antique shop charge accuse high price 3
46 4 antique shop charge accuse high price 2
46 40 antique shop charge accuse high price 1
46 41 antique shop charge accuse high price 2
46 42 antique shop charge accuse high price 1
46 43 antique shop charge accuse high price 2
46 6 antique shop charge accuse high price 2
46 7 antique shop charge accuse high price 2
46 8 antique shop charge accuse high price 3
46 9 antique shop charge accuse high price 2
47 1 uniformed policeman charge bill angry demonstrator 1
47 10 uniformed policeman charge bill angry demonstrator 1
47 11 uniformed policeman charge bill angry demonstrator 1
47 12 uniformed policeman charge bill angry demonstrator 4
47 13 uniformed policeman charge bill angry demonstrator 2
47 14 uniformed policeman charge bill angry demonstrator 1
47 15 uniformed policeman charge bill angry demonstrator 7
47 16 uniformed policeman charge bill angry demonstrator 1
47 17 uniformed policeman charge bill angry demonstrator 1
47 18 uniformed policeman charge bill angry demonstrator 1
47 19 uniformed policeman charge bill angry demonstrator 1
47 2 uniformed policeman charge bill angry demonstrator 6
47 20 uniformed policeman charge bill angry demonstrator 5
47 21 uniformed policeman charge bill angry demonstrator 1
47 22 uniformed policeman charge bill angry demonstrator 1
47 23 uniformed policeman charge bill angry demonstrator 5
47 24 uniformed policeman charge bill angry demonstrator 2
47 25 uniformed policeman charge bill angry demonstrator 1
47 26 uniformed policeman charge bill angry demonstrator 3
47 27 uniformed policeman charge bill angry demonstrator 1
47 28 uniformed policeman charge bill angry demonstrator 2
47 29 uniformed policeman charge bill angry demonstrator 2
47 3 uniformed policeman charge bill angry demonstrator 2
47 30 uniformed policeman charge bill angry demonstrator 2
47 31 uniformed policeman charge bill angry demonstrator 5
47 32 uniformed policeman charge bill angry demonstrator 1
47 33 uniformed policeman charge bill angry demonstrator 1
47 34 uniformed policeman charge bill angry demonstrator 1
47 35 uniformed policeman charge bill angry demonstrator 6
47 36 uniformed policeman charge bill angry demonstrator 2
47 37 uniformed policeman charge bill angry demonstrator 5
47 38 uniformed policeman charge bill angry demonstrator 4
47 39 uniformed policeman charge bill angry demonstrator 2
47 4 uniformed policeman charge bill angry demonstrator 2
47 40 uniformed policeman charge bill angry demonstrator 1
47 41 uniformed policeman charge bill angry demonstrator 2
47 42 uniformed policeman charge bill angry demonstrator 1
47 43 uniformed policeman charge bill angry demonstrator 6
47 5 uniformed policeman charge bill angry demonstrator 6
47 6 uniformed policeman charge bill angry demonstrator 6
47 7 uniformed policeman charge bill angry demonstrator 2
47 8 uniformed policeman charge bill angry demonstrator 3
47 9 uniformed policeman charge bill angry demonstrator 2
48 1 uniformed policeman charge accuse angry demonstrator 5
48 10 uniformed policeman charge accuse angry demonstrator 1
48 11 uniformed policeman charge accuse angry demonstrator 1
48 12 uniformed policeman charge accuse angry demonstrator 5
48 13 uniformed policeman charge accuse angry demonstrator 5
48 14 uniformed policeman charge accuse angry demonstrator 2
48 15 uniformed policeman charge accuse angry demonstrator 4
48 16 uniformed policeman charge accuse angry demonstrator 7
48 17 uniformed policeman charge accuse angry demonstrator 6
48 18 uniformed policeman charge accuse angry demonstrator 3
48 19 uniformed policeman charge accuse angry demonstrator 4
48 2 uniformed policeman charge accuse angry demonstrator 2
48 20 uniformed policeman charge accuse angry demonstrator 2
48 21 uniformed policeman charge accuse angry demonstrator 4
48 22 uniformed policeman charge accuse angry demonstrator 5
48 23 uniformed policeman charge accuse angry demonstrator 2
48 24 uniformed policeman charge accuse angry demonstrator 6
48 25 uniformed policeman charge accuse angry demonstrator 4
48 26 uniformed policeman charge accuse angry demonstrator 6
48 27 uniformed policeman charge accuse angry demonstrator 1
48 28 uniformed policeman charge accuse angry demonstrator 3
48 29 uniformed policeman charge accuse angry demonstrator 5
48 3 uniformed policeman charge accuse angry demonstrator 6
48 30 uniformed policeman charge accuse angry demonstrator 2
48 31 uniformed policeman charge accuse angry demonstrator 5
48 32 uniformed policeman charge accuse angry demonstrator 1
48 33 uniformed policeman charge accuse angry demonstrator 3
48 34 uniformed policeman charge accuse angry demonstrator 4
48 35 uniformed policeman charge accuse angry demonstrator 2
48 36 uniformed policeman charge accuse angry demonstrator 6
48 37 uniformed policeman charge accuse angry demonstrator 2
48 38 uniformed policeman charge accuse angry demonstrator 6
48 39 uniformed policeman charge accuse angry demonstrator 3
48 4 uniformed policeman charge accuse angry demonstrator 6
48 40 uniformed policeman charge accuse angry demonstrator 5
48 41 uniformed policeman charge accuse angry demonstrator 6
48 42 uniformed policeman charge accuse angry demonstrator 1
48 43 uniformed policeman charge accuse angry demonstrator 3
48 5 uniformed policeman charge accuse angry demonstrator 7
48 6 uniformed policeman charge accuse angry demonstrator 2
48 7 uniformed policeman charge accuse angry demonstrator 5
48 8 uniformed policeman charge accuse angry demonstrator 5
48 9 uniformed policeman charge accuse angry demonstrator 6
49 1 private landlord charge bill annual rent 7
49 10 private landlord charge bill annual rent 6
49 11 private landlord charge bill annual rent 7
49 12 private landlord charge bill annual rent 7
49 13 private landlord charge bill annual rent 6
49 14 private landlord charge bill annual rent 6
49 15 private landlord charge bill annual rent 7
49 16 private landlord charge bill annual rent 7
49 17 private landlord charge bill annual rent 7
49 18 private landlord charge bill annual rent 6
49 19 private landlord charge bill annual rent 4
49 2 private landlord charge bill annual rent 6
49 20 private landlord charge bill annual rent 5
49 21 private landlord charge bill annual rent 6
49 22 private landlord charge bill annual rent 6
49 23 private landlord charge bill annual rent 6
49 24 private landlord charge bill annual rent 5
49 25 private landlord charge bill annual rent 7
49 26 private landlord charge bill annual rent 6
49 27 private landlord charge bill annual rent 6
49 28 private landlord charge bill annual rent 7
49 29 private landlord charge bill annual rent 6
49 3 private landlord charge bill annual rent 6
49 30 private landlord charge bill annual rent 6
49 31 private landlord charge bill annual rent 6
49 32 private landlord charge bill annual rent 7
49 33 private landlord charge bill annual rent 5
49 34 private landlord charge bill annual rent 6
49 35 private landlord charge bill annual rent 6
49 36 private landlord charge bill annual rent 6
49 37 private landlord charge bill annual rent 5
49 38 private landlord charge bill annual rent 5
49 39 private landlord charge bill annual rent 7
49 4 private landlord charge bill annual rent 6
49 40 private landlord charge bill annual rent 7
49 41 private landlord charge bill annual rent 7
49 42 private landlord charge bill annual rent 6
49 43 private landlord charge bill annual rent 6
49 5 private landlord charge bill annual rent 7
49 6 private landlord charge bill annual rent 6
49 7 private landlord charge bill annual rent 7
49 8 private landlord charge bill annual rent 5
49 9 private landlord charge bill annual rent 6
50 1 private landlord charge accuse annual rent 1
50 10 private landlord charge accuse annual rent 1
50 11 private landlord charge accuse annual rent 1
50 12 private landlord charge accuse annual rent 3
50 13 private landlord charge accuse annual rent 1
50 14 private landlord charge accuse annual rent 1
50 15 private landlord charge accuse annual rent 3
50 16 private landlord charge accuse annual rent 1
50 17 private landlord charge accuse annual rent 1
50 18 private landlord charge accuse annual rent 1
50 19 private landlord charge accuse annual rent 1
50 2 private landlord charge accuse annual rent 6
50 20 private landlord charge accuse annual rent 2
50 21 private landlord charge accuse annual rent 1
50 22 private landlord charge accuse annual rent 1
50 23 private landlord charge accuse annual rent 3
50 24 private landlord charge accuse annual rent 3
50 25 private landlord charge accuse annual rent 2
50 26 private landlord charge accuse annual rent 2
50 27 private landlord charge accuse annual rent 1
50 28 private landlord charge accuse annual rent 2
50 29 private landlord charge accuse annual rent 1
50 3 private landlord charge accuse annual rent 1
50 30 private landlord charge accuse annual rent 2
50 31 private landlord charge accuse annual rent 4
50 32 private landlord charge accuse annual rent 1
50 33 private landlord charge accuse annual rent 1
50 34 private landlord charge accuse annual rent 1
50 35 private landlord charge accuse annual rent 2
50 36 private landlord charge accuse annual rent 1
50 37 private landlord charge accuse annual rent 2
50 38 private landlord charge accuse annual rent 1
50 39 private landlord charge accuse annual rent 3
50 4 private landlord charge accuse annual rent 2
50 40 private landlord charge accuse annual rent 1
50 41 private landlord charge accuse annual rent 2
50 42 private landlord charge accuse annual rent 1
50 43 private landlord charge accuse annual rent 2
50 5 private landlord charge accuse annual rent 6
50 6 private landlord charge accuse annual rent 2
50 7 private landlord charge accuse annual rent 2
50 8 private landlord charge accuse annual rent 2
50 9 private landlord charge accuse annual rent 2
51 1 criminal prosecution charge bill potential defendant 1
51 10 criminal prosecution charge bill potential defendant 1
51 11 criminal prosecution charge bill potential defendant 1
51 12 criminal prosecution charge bill potential defendant 5
51 13 criminal prosecution charge bill potential defendant 2
51 14 criminal prosecution charge bill potential defendant 5
51 15 criminal prosecution charge bill potential defendant 4
51 16 criminal prosecution charge bill potential defendant 2
51 17 criminal prosecution charge bill potential defendant 2
51 18 criminal prosecution charge bill potential defendant 2
51 19 criminal prosecution charge bill potential defendant 3
51 2 criminal prosecution charge bill potential defendant 6
51 20 criminal prosecution charge bill potential defendant 5
51 21 criminal prosecution charge bill potential defendant 1
51 22 criminal prosecution charge bill potential defendant 1
51 23 criminal prosecution charge bill potential defendant 4
51 24 criminal prosecution charge bill potential defendant 2
51 25 criminal prosecution charge bill potential defendant 6
51 26 criminal prosecution charge bill potential defendant 4
51 27 criminal prosecution charge bill potential defendant 2
51 28 criminal prosecution charge bill potential defendant 2
51 29 criminal prosecution charge bill potential defendant 2
51 3 criminal prosecution charge bill potential defendant 2
51 30 criminal prosecution charge bill potential defendant 2
51 31 criminal prosecution charge bill potential defendant 5
51 32 criminal prosecution charge bill potential defendant 2
51 33 criminal prosecution charge bill potential defendant 1
51 34 criminal prosecution charge bill potential defendant 4
51 35 criminal prosecution charge bill potential defendant 6
51 36 criminal prosecution charge bill potential defendant 1
51 37 criminal prosecution charge bill potential defendant 5
51 38 criminal prosecution charge bill potential defendant 4
51 39 criminal prosecution charge bill potential defendant 7
51 4 criminal prosecution charge bill potential defendant 2
51 40 criminal prosecution charge bill potential defendant 1
51 41 criminal prosecution charge bill potential defendant 3
51 42 criminal prosecution charge bill potential defendant 1
51 43 criminal prosecution charge bill potential defendant 5
51 5 criminal prosecution charge bill potential defendant 6
51 6 criminal prosecution charge bill potential defendant 5
51 7 criminal prosecution charge bill potential defendant 2
51 8 criminal prosecution charge bill potential defendant 4
51 9 criminal prosecution charge bill potential defendant 2
52 1 criminal prosecution charge accuse potential defendant 6
52 10 criminal prosecution charge accuse potential defendant 7
52 11 criminal prosecution charge accuse potential defendant 7
52 12 criminal prosecution charge accuse potential defendant 3
52 13 criminal prosecution charge accuse potential defendant 6
52 14 criminal prosecution charge accuse potential defendant 1
52 15 criminal prosecution charge accuse potential defendant 5
52 16 criminal prosecution charge accuse potential defendant 6
52 17 criminal prosecution charge accuse potential defendant 6
52 18 criminal prosecution charge accuse potential defendant 6
52 19 criminal prosecution charge accuse potential defendant 5
52 2 criminal prosecution charge accuse potential defendant 6
52 20 criminal prosecution charge accuse potential defendant 2
52 21 criminal prosecution charge accuse potential defendant 6
52 22 criminal prosecution charge accuse potential defendant 6
52 23 criminal prosecution charge accuse potential defendant 3
52 24 criminal prosecution charge accuse potential defendant 6
52 26 criminal prosecution charge accuse potential defendant 6
52 27 criminal prosecution charge accuse potential defendant 6
52 28 criminal prosecution charge accuse potential defendant 4
52 29 criminal prosecution charge accuse potential defendant 6
52 3 criminal prosecution charge accuse potential defendant 5
52 30 criminal prosecution charge accuse potential defendant 6
52 31 criminal prosecution charge accuse potential defendant 6
